pdfs/1676632383158_TATA%20IPL%202023%20-%20Match%20Schedule.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
May 7,2014,14:30 GMT,Kings XI Punjab vs Chennai Super Kings,Barabati Stadium, Cuttack,League,
May 8,2014,14:30 GMT,Rajasthan Royals vs Sunrisers Hyderabad,Sardar Patel Stadium Motera, Ahmedabad,League,
May 9,2014,14:30 GMT,Royal Challengers Bangalore vs Kings XI Punjab,M.Chinnaswamy Stadium, Bangalore,League,
May 10,2014,10:30 GMT,Delhi Daredevils vs Sunrisers Hyderabad,Feroz Shah Kotla, Delhi,League,
May 10,2014,14:30 GMT,Mumbai Indians vs Chennai Super Kings,Wankhede Stadium, Mumbai,League,
May 11,2014,10:30 GMT,Kings XI Punjab vs Kolkata Knight Riders,Barabati Stadium, Cuttack,League,
May 11,2014,14:30 GMT,Royal Challengers Bangalore vs Rajasthan Royals,M.Chinnaswamy Stadium, Bangalore,League,
May 12,2014,14:30 GMT,Sunrisers Hyderabad vs Mumbai Indians,Rajiv Gandhi Int. Stadium, Hyderabad,League,
May 13,2014,10:30 GMT,Chennai Super Kings vs Rajasthan Royals,JSCA International Cricket Stadium, Ranchi,League,
May 13,2014,14:30 GMT,Royal Challengers Bangalore vs Delhi Daredevils,M.Chinnaswamy Stadium, Bangalore,League,
May 14,2014,10:30 GMT,Sunrisers Hyderabad vs Kings XI Punjab,Rajiv Gandhi Int. Stadium, Hyderabad,League,
May 14,2014,14:30 GMT,Kolkata Knight Riders vs Mumbai Indians,Eden Gardens, Kolkata,League,
May 15,2014,14:30 GMT,Rajasthan Royals vs Delhi Daredevils,Sardar Patel Stadium Motera, Ahmedabad,League,
May 18,2014,10:30 GMT,Chennai Super Kings vs Royal Challengers Bangalore,MA Chidambaram Stadium - Chepauk, Chennai,League,
May 18,2014,14:30 GMT,Sunrisers Hyderabad vs Kolkata Knight Riders,Rajiv Gandhi Int. Stadium, Hyderabad,League,
May 19,2014,10:30 GMT,Rajasthan Royals vs Mumbai Indians,Sardar Patel Stadium Motera, Ahmedabad,League,
May 19,2014,14:30 GMT,Delhi Daredevils vs Kings XI Punjab,Feroz Shah Kotla, Delhi,League,
May 20,2014,10:30 GMT,Sunrisers Hyderabad vs Royal Challengers Bangalore,Rajiv Gandhi Int. Stadium, Hyderabad,League,
May 20,2014,14:30 GMT,Kolkata Knight Riders vs Chennai Super Kings,Eden Gardens, Kolkata,League,
May 21,2014,14:30 GMT,Kings XI Punjab vs Mumbai Indians,Punjab C.A. Stadium, Mohali,League,
May 22,2014,10:30 GMT,Kolkata Knight Riders vs Royal Challengers Bangalore,Eden Gardens, Kolkata,League,
May 22,2014,14:30 GMT,Chennai Super Kings vs Sunrisers Hyderabad,MA Chidambaram Stadium - Chepauk, Chennai,League,
May 23,2014,10:30 GMT,Mumbai Indians vs Delhi Daredevils,Wankhede Stadium, Mumbai,League,
May 23,2014,14:30 GMT,Kings XI Punjab vs Rajasthan Royals,Punjab C.A. Stadium, Mohali,League,
May 24,2014,10:30 GMT,Royal Challengers Bangalore vs Chennai Super Kings,M.Chinnaswamy Stadium, Bangalore,League,
May 24,2014,14:30 GMT,Kolkata Knight Riders vs Sunrisers Hyderabad,Eden Gardens, Kolkata,League,
May 25,2014,10:30 GMT,Kings XI Punjab vs Delhi Daredevils,Punjab C.A. Stadium, Mohali,League,
May 25,2014,14:30 GMT,Mumbai Indians vs Rajasthan Royals,Wankhede Stadium, Mumbai,League,
May 27,2014,14:30 GMT,TBC vs TBC,MA Chidambaram Stadium - Chepauk, Chennai,Qualifier,
May 28,2014,14:30 GMT,TBC vs TBC,MA Chidambaram Stadium - Chepauk, Chennai,Eliminator,
May 30,2014,14:30 GMT,TBC vs TBC,Wankhede Stadium, Mumbai,Qualifier,
Jun 1,2014,14:30 GMT,TBC vs TBC,Wankhede Stadium, Mumbai,Final,

Winner of season: Kolkata Knight Riders
2014


pdfs/ipl-2015-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
April 8,2015,8:00 PM IST,Mumbai Indians Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 7 Wicket(s)
April 9,2015,8:00 PM IST,Chennai Super Kings Vs Delhi Capitals,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 1 Run(s)
April 10,2015,8:00 PM IST,Rajasthan Royals Vs Kings XI Punjab,Maharashtra Cricket Association Stadium, Pune,League,Rajasthan Royals Won by 26 Run(s)
April 11,2015,4:00 PM IST,Chennai Super Kings Vs Sunrisers Hyderabad,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 45 Run(s)
April 11,2015,8:00 PM IST,Kolkata Knight Riders Vs Royal Challengers Bangalore,Eden Gardens, Kolkata,League,Royal Challengers Bangalore Won by 3 Wicket(s)
April 12,2015,4:00 PM IST,Delhi Capitals Vs Rajasthan Royals,Feroz Shah Kotla, Delhi,League,Rajasthan Royals Won by 3 Wicket(s)
April 12,2015,8:00 PM IST,Kings XI Punjab Vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Kings XI Punjab Won by 18 Run(s)
April 13,2015,8:00 PM IST,Royal Challengers Bangalore Vs Sunrisers Hyderabad,M Chinnaswamy Stadium, Bangalore,League,Sunrisers Hyderabad Won by 8 Wicket(s)
April 14,2015,8:00 PM IST,Mumbai Indians Vs Rajasthan Royals,Sardar Patel Stadium, Motera, Ahmedabad,League,Rajasthan Royals Won by 7 Wicket(s)
April 15,2015,8:00 PM IST,Kings XI Punjab Vs Delhi Capitals,Maharashtra Cricket Association Stadium, Pune,League,Delhi Capitals Won by 5 Wicket(s)
April 16,2015,8:00 PM IST,Sunrisers Hyderabad Vs Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Rajasthan Royals Won by 6 Wicket(s)
April 17,2015,8:00 PM IST,Mumbai Indians Vs Chennai Super Kings,Wankhede Stadium, Mumbai,League,Chennai Super Kings Won by 6 Wicket(s)
April 18,2015,4:00 PM IST,Delhi Capitals Vs Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Delhi Capitals Won by 4 Run(s)
April 18,2015,8:00 PM IST,Kings XI Punjab Vs Kolkata Knight Riders,Maharashtra Cricket Association Stadium, Pune,League,Kolkata Knight Riders Won by 4 Wicket(s)
April 19,2015,4:00 PM IST,Chennai Super Kings Vs Rajasthan Royals,Sardar Patel Stadium, Motera, Ahmedabad,League,Rajasthan Royals Won by 8 Wicket(s)
April 19,2015,8:00 PM IST,Mumbai Indians Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Mumbai Indians Won by 18 Run(s)
April 20,2015,8:00 PM IST,Delhi Capitals Vs Kolkata Knight Riders,Feroz Shah Kotla, Delhi,League,Kolkata Knight Riders Won by 6 Wicket(s)
April 21,2015,8:00 PM IST,Rajasthan Royals Vs Kings XI Punjab,Sardar Patel Stadium, Motera, Ahmedabad,League,Kings XI Punjab Won by
April 22,2015,4:00 PM IST,Chennai Super Kings Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Chennai Super Kings Won by 27 Run(s)
April 22,2015,8:00 PM IST,Sunrisers Hyderabad Vs Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Sunrisers Hyderabad Won by DL Method
April 23,2015,8:00 PM IST,Delhi Capitals Vs Mumbai Indians,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 37 Run(s)
April 24,2015,8:00 PM IST,Rajasthan Royals Vs Royal Challengers Bangalore,Sardar Patel Stadium, Motera, Ahmedabad,League,Royal Challengers Bangalore Won by 9 Wicket(s)
April 25,2015,4:00 PM IST,Mumbai Indians Vs Sunrisers Hyderabad,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 20 Run(s)
April 25,2015,8:00 PM IST,Chennai Super Kings Vs Kings XI Punjab,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 97 Run(s)
April 26,2015,8:00 PM IST,Delhi Capitals Vs Royal Challengers Bangalore,Feroz Shah Kotla, Delhi,League,Royal Challengers Bangalore Won by 10 Wicket(s)
April 27,2015,8:00 PM IST,Sunrisers Hyderabad Vs Kings XI Punjab,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Sunrisers Hyderabad Won by 20 Run(s)
April 28,2015,8:00 PM IST,Chennai Super Kings Vs Kolkata Knight Riders,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 2 Run(s)
April 29,2015,8:00 PM IST,Royal Challengers Bangalore Vs Rajasthan Royals,M Chinnaswamy Stadium, Bangalore,League,No Result
April 30,2015,8:00 PM IST,Chennai Super Kings Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 7 Wicket(s)
May 1,2015,4:00 PM IST,Mumbai Indians Vs Rajasthan Royals,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 8 Run(s)
May 1,2015,8:00 PM IST,Kings XI Punjab Vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 9 Wicket(s)
May 2,2015,4:00 PM IST,Sunrisers Hyderabad Vs Chennai Super Kings,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 22 Run(s)
May 2,2015,8:00 PM IST,Kolkata Knight Riders Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 7 Wicket(s)
May 3,2015,4:00 PM IST,Mumbai Indians Vs Kings XI Punjab,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Mumbai Indians Won by 23 Run(s)
May 3,2015,8:00 PM IST,Rajasthan Royals Vs Delhi Capitals,Brabourne Stadium, Mumbai,League,Rajasthan Royals Won by 14 Run(s)
May 4,2015,4:00 PM IST,Kolkata Knight Riders Vs Sunrisers Hyderabad,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 35 Run(s)
May 4,2015,8:00 PM IST,Chennai Super Kings Vs Royal Challengers Bangalore,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 24 Run(s)
May 5,2015,8:00 PM IST,Delhi Capitals Vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 5 Wicket(s)
May 6,2015,8:00 PM IST,Royal Challengers Bangalore Vs Kings XI Punjab,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 138 Run(s)
May 7,2015,4:00 PM IST,Kolkata Knight Riders Vs Delhi Capitals,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 13 Run(s)
May 7,2015,8:00 PM IST,Sunrisers Hyderabad Vs Rajasthan Royals,Brabourne Stadium, Mumbai,League,Sunrisers Hyderabad Won by 7 Run(s)
May 8,2015,8:00 PM IST,Chennai Super Kings Vs Mumbai Indians,MA Chidambaram Stadium, Chepauk, Chennai,League,Mumbai Indians Won by 6 Wicket(s)
May 9,2015,4:00 PM IST,Sunrisers Hyderabad Vs Delhi Capitals,Shaheed Veer Narayan Singh International Stadium, Raipur,League,Sunrisers Hyderabad Won by 6 Run(s)
May 9,2015,8:00 PM IST,Kings XI Punjab Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 1 Wicket(s)
May 10,2015,4:00 PM IST,Chennai Super Kings Vs Rajasthan Royals,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 12 Run(s)
May 10,2015,8:00 PM IST,Royal Challengers Bangalore Vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Royal Challengers Bangalore Won by 39 Run(s)
May 11,2015,8:00 PM IST,Sunrisers Hyderabad Vs Kings XI Punjab,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 5 Run(s)
May 12,2015,8:00 PM IST,Chennai Super Kings Vs Delhi Capitals,Shaheed Veer Narayan Singh International Stadium, Raipur,League,Delhi Capitals Won by 6 Wicket(s)
May 13,2015,8:00 PM IST,Kings XI Punjab Vs Royal Challengers Bangalore,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 22 Run(s)
May 14,2015,8:00 PM IST,Mumbai Indians Vs Kolkata Knight Riders,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 5 Run(s)
May 15,2015,8:00 PM IST,Sunrisers Hyderabad Vs Royal Challengers Bangalore,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Royal Challengers Bangalore Won by DL Method
May 16,2015,4:00 PM IST,Kings XI Punjab Vs Chennai Super Kings,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Chennai Super Kings Won by 7 Wicket(s)
May 16,2015,8:00 PM IST,Rajasthan Royals Vs Kolkata Knight Riders,Brabourne Stadium, Mumbai,League,Rajasthan Royals Won by 9 Run(s)
May 17,2015,4:00 PM IST,Delhi Capitals Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,No Result
May 17,2015,8:00 PM IST,Sunrisers Hyderabad Vs Mumbai Indians,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Mumbai Indians Won by 9 Wicket(s)
May 19,2015,8:00 PM IST,Mumbai Indians Vs Chennai Super Kings,Wankhede Stadium, Mumbai,Qualifier,Mumbai Indians Won by 25 Run(s)
May 20,2015,8:00 PM IST,Royal Challengers Bangalore Vs Rajasthan Royals,Maharashtra Cricket Association Stadium, Pune,Eliminator,Royal Challengers Bangalore Won by 71 Run(s)
May 22,2015,8:00 PM IST,Royal Challengers Bangalore Vs Chennai Super Kings,JSCA International Stadium Complex, Ranchi,Qualifier,Chennai Super Kings Won by 3 Wicket(s)
May 24,2015,8:00 PM IST,Mumbai Indians Vs Chennai Super Kings,Eden Gardens, Kolkata,Final,Mumbai Indians Won by 41 Run(s)
Winner of season: Mumbai Indians
2015


pdfs/ipl-2016-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
April 9,2016,8:00 PM IST,Mumbai Indians Vs Rising Pune Supergiant,Wankhede Stadium, Mumbai,League,Rising Pune Supergiant Won by 9 Wicket(s)
April 10,2016,8:00 PM IST,Delhi Capitals Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 9 Wicket(s)
April 11,2016,8:00 PM IST,Kings XI Punjab Vs Gujarat Lions,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Gujarat Lions Won by 5 Wicket(s)
April 12,2016,8:00 PM IST,Royal Challengers Bangalore Vs Sunrisers Hyderabad,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 45 Run(s)
April 13,2016,8:00 PM IST,Kolkata Knight Riders Vs Mumbai Indians,Eden Gardens, Kolkata,League,Mumbai Indians Won by 6 Wicket(s)
April 14,2016,8:00 PM IST,Rising Pune Supergiant Vs Gujarat Lions,Saurashtra Cricket Association Stadium, Rajkot,League,Gujarat Lions Won by 7 Wicket(s)
April 15,2016,8:00 PM IST,Kings XI Punjab Vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 8 Wicket(s)
April 16,2016,4:00 PM IST,Mumbai Indians Vs Gujarat Lions,Wankhede Stadium, Mumbai,League,Gujarat Lions Won by 3 Wicket(s)
April 16,2016,8:00 PM IST,Sunrisers Hyderabad Vs Kolkata Knight Riders,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Kolkata Knight Riders Won by 8 Wicket(s)
April 17,2016,4:00 PM IST,Rising Pune Supergiant Vs Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 6 Wicket(s)
April 17,2016,8:00 PM IST,Royal Challengers Bangalore Vs Delhi Capitals,M Chinnaswamy Stadium, Bangalore,League,Delhi Capitals Won by 7 Wicket(s)
April 18,2016,8:00 PM IST,Mumbai Indians Vs Sunrisers Hyderabad,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 7 Wicket(s)
April 19,2016,8:00 PM IST,Kings XI Punjab Vs Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Kolkata Knight Riders Won by 6 Wicket(s)
April 20,2016,8:00 PM IST,Royal Challengers Bangalore Vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 6 Wicket(s)
April 21,2016,8:00 PM IST,Gujarat Lions Vs Sunrisers Hyderabad,Saurashtra Cricket Association Stadium, Rajkot,League,Sunrisers Hyderabad Won by 10 Wicket(s)
April 22,2016,8:00 PM IST,Royal Challengers Bangalore Vs Rising Pune Supergiant,Maharashtra Cricket Association Stadium, Pune,League,Royal Challengers Bangalore Won by 13 Run(s)
April 23,2016,4:00 PM IST,Delhi Capitals Vs Mumbai Indians,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 10 Run(s)
April 23,2016,8:00 PM IST,Kings XI Punjab Vs Sunrisers Hyderabad,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 5 Wicket(s)
April 24,2016,4:00 PM IST,Royal Challengers Bangalore Vs Gujarat Lions,Saurashtra Cricket Association Stadium, Rajkot,League,Gujarat Lions Won by 6 Wicket(s)
April 24,2016,8:00 PM IST,Rising Pune Supergiant Vs Kolkata Knight Riders,Maharashtra Cricket Association Stadium, Pune,League,Kolkata Knight Riders Won by 2 Wicket(s)
April 25,2016,8:00 PM IST,Mumbai Indians Vs Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Mumbai Indians Won by 25 Run(s)
April 26,2016,8:00 PM IST,Sunrisers Hyderabad Vs Rising Pune Supergiant,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Rising Pune Supergiant Won by DL Method
April 27,2016,8:00 PM IST,Gujarat Lions Vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Gujarat Lions Won by 1 Run(s)
April 28,2016,8:00 PM IST,Kolkata Knight Riders Vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 6 Wicket(s)
April 29,2016,8:00 PM IST,Rising Pune Supergiant Vs Gujarat Lions,Maharashtra Cricket Association Stadium, Pune,League,Gujarat Lions Won by 3 Wicket(s)
April 30,2016,4:00 PM IST,Sunrisers Hyderabad Vs Royal Challengers Bangalore,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 15 Run(s)
April 30,2016,8:00 PM IST,Delhi Capitals Vs Kolkata Knight Riders,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 27 Run(s)
May 1,2016,4:00 PM IST,Kings XI Punjab Vs Gujarat Lions,Saurashtra Cricket Association Stadium, Rajkot,League,Kings XI Punjab Won by 23 Run(s)
May 1,2016,8:00 PM IST,Rising Pune Supergiant Vs Mumbai Indians,Maharashtra Cricket Association Stadium, Pune,League,Mumbai Indians Won by 8 Wicket(s)
May 2,2016,8:00 PM IST,Royal Challengers Bangalore Vs Kolkata Knight Riders,M Chinnaswamy Stadium, Bangalore,League,Kolkata Knight Riders Won by 5 Wicket(s)
May 3,2016,8:00 PM IST,Gujarat Lions Vs Delhi Capitals,Saurashtra Cricket Association Stadium, Rajkot,League,Delhi Capitals Won by 8 Wicket(s)
May 4,2016,8:00 PM IST,Kolkata Knight Riders Vs Kings XI Punjab,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 7 Run(s)
May 5,2016,8:00 PM IST,Delhi Capitals Vs Rising Pune Supergiant,Feroz Shah Kotla, Delhi,League,Rising Pune Supergiant Won by 7 Wicket(s)
May 6,2016,8:00 PM IST,Gujarat Lions Vs Sunrisers Hyderabad,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 5 Wicket(s)
May 7,2016,4:00 PM IST,Rising Pune Supergiant Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 7 Wicket(s)
May 7,2016,8:00 PM IST,Kings XI Punjab Vs Delhi Capitals,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 9 Run(s)
May 8,2016,4:00 PM IST,Sunrisers Hyderabad Vs Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Sunrisers Hyderabad Won by 85 Run(s)
May 8,2016,8:00 PM IST,Kolkata Knight Riders Vs Gujarat Lions,Eden Gardens, Kolkata,League,Gujarat Lions Won by 5 Wicket(s)
May 9,2016,8:00 PM IST,Royal Challengers Bangalore Vs Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Royal Challengers Bangalore Won by 1 Run(s)
May 10,2016,8:00 PM IST,Sunrisers Hyderabad Vs Rising Pune Supergiant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Sunrisers Hyderabad Won by 4 Run(s)
May 11,2016,8:00 PM IST,Royal Challengers Bangalore Vs Mumbai Indians,M Chinnaswamy Stadium, Bangalore,League,Mumbai Indians Won by 6 Wicket(s)
May 12,2016,8:00 PM IST,Sunrisers Hyderabad Vs Delhi Capitals,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Delhi Capitals Won by 7 Wicket(s)
May 13,2016,8:00 PM IST,Mumbai Indians Vs Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Kings XI Punjab Won by 7 Wicket(s)
May 14,2016,4:00 PM IST,Royal Challengers Bangalore Vs Gujarat Lions,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 144 Run(s)
May 14,2016,8:00 PM IST,Rising Pune Supergiant Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by DL Method
May 15,2016,4:00 PM IST,Mumbai Indians Vs Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Mumbai Indians Won by 80 Run(s)
May 15,2016,8:00 PM IST,Kings XI Punjab Vs Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Sunrisers Hyderabad Won by 7 Wicket(s)
May 16,2016,8:00 PM IST,Kolkata Knight Riders Vs Royal Challengers Bangalore,Eden Gardens, Kolkata,League,Royal Challengers Bangalore Won by 9 Wicket(s)
May 17,2016,8:00 PM IST,Delhi Capitals Vs Rising Pune Supergiant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Rising Pune Supergiant Won by DL Method
May 18,2016,8:00 PM IST,Royal Challengers Bangalore Vs Kings XI Punjab,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by DL Method
May 19,2016,8:00 PM IST,Kolkata Knight Riders Vs Gujarat Lions,Green Park, Kanpur,League,Gujarat Lions Won by 6 Wicket(s)
May 20,2016,8:00 PM IST,Sunrisers Hyderabad Vs Delhi Capitals,Shaheed Veer Narayan Singh International Stadium, Raipur,League,Delhi Capitals Won by 6 Wicket(s)
May 21,2016,4:00 PM IST,Kings XI Punjab Vs Rising Pune Supergiant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam,League,Rising Pune Supergiant Won by 4 Wicket(s)
May 21,2016,8:00 PM IST,Mumbai Indians Vs Gujarat Lions,Green Park, Kanpur,League,Gujarat Lions Won by 6 Wicket(s)
May 22,2016,4:00 PM IST,Kolkata Knight Riders Vs Sunrisers Hyderabad,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 22 Run(s)
May 22,2016,8:00 PM IST,Delhi Capitals Vs Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium, Raipur,League,Royal Challengers Bangalore Won by 6 Wicket(s)
May 24,2016,8:00 PM IST,Gujarat Lions Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,Qualifier,Royal Challengers Bangalore Won by 4 Wicket(s)
May 25,2016,8:00 PM IST,Sunrisers Hyderabad Vs Kolkata Knight Riders,Feroz Shah Kotla, Delhi,Eliminator,Sunrisers Hyderabad Won by 22 Run(s)
May 27,2016,8:00 PM IST,Gujarat Lions Vs Sunrisers Hyderabad,Feroz Shah Kotla, Delhi,Qualifier,Sunrisers Hyderabad Won by 4 Wicket(s)
May 29,2016,8:00 PM IST,Sunrisers Hyderabad Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,Final,Sunrisers Hyderabad Won by 8 Run(s)
Winner of season: Sunrisers Hyderabad
2016


pdfs/ipl-2018-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
April 7,2018,8:00 PM IST,Mumbai Indians vs Chennai Super Kings,Wankhede Stadium, Mumbai,League,Chennai Super Kings Won by 1 Wicket(s)
April 8,2018,4:00 PM IST,Kings XI Punjab vs Delhi Capitals,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 6 Wicket(s)
April 8,2018,8:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 4 Wicket(s)
April 9,2018,8:00 PM IST,Sunrisers Hyderabad vs Rajasthan Royals,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 9 Wicket(s)
April 10,2018,8:00 PM IST,Chennai Super Kings vs Kolkata Knight Riders,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 5 Wicket(s)
April 11,2018,8:00 PM IST,Rajasthan Royals vs Delhi Capitals,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by DL Method
April 12,2018,8:00 PM IST,Sunrisers Hyderabad vs Mumbai Indians,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 1 Wicket(s)
April 13,2018,8:00 PM IST,Royal Challengers Bangalore vs Kings XI Punjab,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 4 Wicket(s)
April 14,2018,4:00 PM IST,Kolkata Knight Riders vs Sunrisers Hyderabad,Eden Gardens, Kolkata,League,Sunrisers Hyderabad Won by 5 Wicket(s)
April 14,2018,8:00 PM IST,Mumbai Indians vs Delhi Capitals,Wankhede Stadium, Mumbai,League,Delhi Capitals Won by 7 Wicket(s)
April 15,2018,4:00 PM IST,Royal Challengers Bangalore vs Rajasthan Royals,M Chinnaswamy Stadium, Bangalore,League,Rajasthan Royals Won by 19 Run(s)
April 15,2018,8:00 PM IST,Kings XI Punjab vs Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 4 Run(s)
April 16,2018,8:00 PM IST,Kolkata Knight Riders vs Delhi Capitals,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 71 Run(s)
April 17,2018,8:00 PM IST,Mumbai Indians vs Royal Challengers Bangalore,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 46 Run(s)
April 18,2018,8:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Sawai Mansingh Stadium, Jaipur,League,Kolkata Knight Riders Won by 7 Wicket(s)
April 19,2018,8:00 PM IST,Kings XI Punjab vs Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 15 Run(s)
April 20,2018,8:00 PM IST,Chennai Super Kings vs Rajasthan Royals,Maharashtra Cricket Association Stadium, Pune,League,Chennai Super Kings Won by 64 Run(s)
